Periode,migas,sim
11/27/2019,1.46597E+11,3294585150
11/28/2019,1.89614E+11,3627493320
11/29/2019,1.46597E+11,4530328320
11/30/2019,1.46597E+11,2538412294
1/12/2019,1.46597E+11,2538412294
2/12/2019,1.46597E+11,3582412920
3/12/2019,1.60224E+12,2963407265
4/12/2019,1.46597E+11,3394899830
5/12/2019,4.02882E+11,3386758530
6/12/2019,1.35411E+11,3737672625
7/12/2019,1.46597E+11,2538412294
8/12/2019,1.46597E+11,2538412294
9/12/2019,1.46597E+11,4385335080
10/12/2019,5.40554E+11,4584028900
11/12/2019,5.26039E+11,4289440000
12/12/2019,1.46597E+11,2928738150
12/13/2019,2.81234E+11,3515040000
12/14/2019,1.46597E+11,2538412294
12/15/2019,1.46597E+11,2538412294
12/16/2019,1.46597E+11,4734554955
12/17/2019,6.95266E+11,4667168000
12/18/2019,1.46597E+11,3621970760
12/19/2019,66657895609,3652828380
12/20/2019,5.86432E+11,3279698100
12/21/2019,1.46597E+11,2538412294
12/22/2019,1.46597E+11,2538412294
12/23/2019,6.10539E+11,3778260050
12/24/2019,1.46597E+11,2538412294
12/25/2019,1.46597E+11,2538412294
12/26/2019,1.46597E+11,5921108270
12/27/2019,4.23393E+11,5079061680
12/28/2019,1.46597E+11,2538412294
12/29/2019,1.46597E+11,2538412294
12/30/2019,1.59663E+11,6847508650
12/31/2019,3.16537E+12,8736062600
